pair1,pair2,p_value,hedge_ratio,current_z_score,spread_mean,spread_std,signal,signal_strength,signal_type
AUD_USD,EUR_GBP,0.09735115910727149,-0.5004885531300614,-2.85696346300089,1.0460050619716819,0.006447869637817587,BUY AUD_USD / SELL EUR_GBP,1.85696346300089,ENTRY
EUR_JPY,EUR_GBP,0.09934575649170796,223.7397703952824,-2.213671578486009,-26.666171029015175,1.7292306664999768,BUY EUR_JPY / SELL EUR_GBP,1.213671578486009,ENTRY
