pair1,pair2,pl
AUD_USD,EUR_GBP,0.004042902005592553
AUD_USD,EUR_GBP,0.005438065329604901
AUD_USD,EUR_GBP,0.01043585496797758
AUD_USD,EUR_GBP,0.012447934102832259
AUD_USD,EUR_GBP,0.00443700795336463
EUR_JPY,EUR_GBP,2.823202943818296
EUR_JPY,EUR_GBP,1.6137953370311515
EUR_JPY,EUR_GBP,2.5351628495374463
EUR_JPY,EUR_GBP,3.198956055349
EUR_JPY,EUR_GBP,2.442549755643402
EUR_JPY,EUR_GBP,1.3772684132884874
EUR_JPY,EUR_GBP,3.0916450044911326
