timestamp,open,high,low,close,volume
2025-01-06 22:00:00+00:00,163.804,164.55,163.216,163.45,268503
2025-01-07 22:00:00+00:00,163.441,163.811,162.844,163.412,267908
2025-01-08 22:00:00+00:00,163.37,163.432,162.376,162.856,192393
2025-01-09 22:00:00+00:00,162.878,163.192,161.212,161.618,270126
2025-01-12 22:00:00+00:00,161.618,161.786,160.036,161.33,261950
2025-01-13 22:00:00+00:00,161.351,162.861,161.054,162.846,263574
2025-01-14 22:00:00+00:00,162.822,162.894,160.784,161.014,264310
2025-01-15 22:00:00+00:00,160.953,161.088,159.746,159.812,265573
2025-01-16 22:00:00+00:00,159.847,161.014,159.724,160.524,238427
2025-01-19 22:00:00+00:00,160.674,162.315,160.318,162.144,246760
2025-01-20 22:00:00+00:00,162.14,162.228,160.956,162.16,296229
2025-01-21 22:00:00+00:00,162.142,163.222,161.874,162.945,224746
2025-01-22 22:00:00+00:00,162.936,163.132,162.194,162.556,237666
2025-01-23 22:00:00+00:00,162.565,164.084,161.916,163.7,270373
2025-01-26 22:00:00+00:00,163.206,163.462,161.542,162.122,309231
2025-01-27 22:00:00+00:00,162.133,162.707,161.574,162.226,259527
2025-01-28 22:00:00+00:00,162.261,162.49,161.31,161.772,253871
2025-01-29 22:00:00+00:00,161.7,161.8,160.212,160.337,260488
2025-01-30 22:00:00+00:00,160.344,161.503,159.908,160.77,293684
2025-02-02 22:00:00+00:00,158.654,160.15,157.97,160.074,362432
2025-02-03 22:00:00+00:00,160.087,160.702,159.19,160.2,281755
2025-02-04 22:00:00+00:00,160.171,160.312,158.498,158.728,276354
2025-02-05 22:00:00+00:00,158.728,158.864,157.038,157.27,256017
2025-02-06 22:00:00+00:00,157.29,158.018,155.869,156.379,279183
2025-02-09 22:00:00+00:00,155.767,157.424,155.678,156.672,223407
2025-02-10 22:00:00+00:00,156.686,158.198,156.26,158.008,233014
2025-02-11 22:00:00+00:00,158.004,160.969,157.896,160.328,270502
2025-02-12 22:00:00+00:00,160.327,161.189,159.019,159.911,291146
2025-02-13 22:00:00+00:00,159.912,160.267,159.432,159.804,247153
2025-02-16 22:00:00+00:00,159.659,159.834,158.533,158.832,194075
2025-02-17 22:00:00+00:00,158.779,159.198,158.372,158.846,232405
2025-02-18 22:00:00+00:00,158.797,159.136,157.716,157.87,231275
2025-02-19 22:00:00+00:00,157.84,157.877,156.316,157.135,255475
2025-02-20 22:00:00+00:00,157.148,158.228,155.818,156.192,297246
2025-02-23 22:00:00+00:00,156.289,157.26,156.09,156.73,281842
2025-02-24 22:00:00+00:00,156.714,157.31,156.084,156.704,297814
2025-02-25 22:00:00+00:00,156.705,157.129,156.034,156.33,290280
2025-02-26 22:00:00+00:00,156.3,157.221,155.66,155.778,306442
2025-02-27 22:00:00+00:00,155.812,157.165,154.797,156.286,332175
2025-03-02 22:00:00+00:00,156.81,158.471,155.923,156.808,351338
2025-03-03 22:00:00+00:00,156.83,159.216,155.592,159.176,440664
2025-03-04 22:00:00+00:00,159.134,160.731,158.733,160.652,420701
2025-03-05 22:00:00+00:00,160.627,161.282,159.122,159.6,419400
2025-03-06 22:00:00+00:00,159.586,160.77,159.274,160.392,387683
2025-03-09 21:00:00+00:00,160.285,160.382,158.896,159.584,374395
2025-03-10 21:00:00+00:00,159.572,161.79,158.975,161.364,416477
2025-03-11 21:00:00+00:00,161.372,162.362,161.184,161.419,339127
2025-03-12 21:00:00+00:00,161.381,161.517,160.059,160.408,311822
2025-03-13 21:00:00+00:00,160.385,162.334,160.32,161.716,298029
2025-03-16 21:00:00+00:00,161.825,163.053,161.544,162.98,251229
2025-03-17 21:00:00+00:00,162.99,164.188,162.888,163.373,236819
2025-03-18 21:00:00+00:00,163.415,163.888,162.072,162.145,239204
2025-03-19 21:00:00+00:00,162.162,162.338,160.739,161.482,230204
2025-03-20 21:00:00+00:00,161.501,162.138,160.736,161.464,232904
2025-03-23 21:00:00+00:00,161.506,162.83,161.501,162.77,219028
2025-03-24 21:00:00+00:00,162.718,163.03,161.62,161.787,208658
2025-03-25 21:00:00+00:00,161.792,162.611,161.637,161.928,218928
2025-03-26 21:00:00+00:00,161.952,163.365,161.373,163.154,248853
2025-03-27 21:00:00+00:00,163.12,163.174,162.07,162.303,239376
2025-03-30 21:00:00+00:00,162.113,162.486,161.044,162.2,299114
2025-03-31 21:00:00+00:00,162.236,162.387,160.776,161.474,276356
2025-04-01 21:00:00+00:00,161.469,164.178,161.114,162.09,296361
2025-04-02 21:00:00+00:00,161.876,163.066,160.12,161.428,506562
2025-04-03 21:00:00+00:00,161.442,162.004,159.018,161.14,590287
2025-04-06 21:00:00+00:00,158.475,162.387,158.232,161.271,629573
