timestamp,open,high,low,close,volume
2024-04-04 09:00:00+00:00,0.85773,0.85806,0.85736,0.85799,4671
2024-04-04 13:00:00+00:00,0.85798,0.85808,0.8572,0.85734,5005
2024-04-04 17:00:00+00:00,0.85734,0.85782,0.85712,0.8572,6280
2024-04-04 21:00:00+00:00,0.85728,0.85751,0.85714,0.85725,4164
2024-04-05 01:00:00+00:00,0.85724,0.85766,0.85722,0.85749,3699
2024-04-05 05:00:00+00:00,0.8575,0.85858,0.85741,0.85762,6026
2024-04-05 09:00:00+00:00,0.8576,0.85864,0.85748,0.85824,8001
2024-04-05 13:00:00+00:00,0.85822,0.85851,0.85743,0.85764,8792
2024-04-05 17:00:00+00:00,0.85762,0.85778,0.85733,0.85747,4041
2024-04-07 21:00:00+00:00,0.85846,0.85847,0.8577,0.85816,3208
2024-04-08 01:00:00+00:00,0.85817,0.8583,0.85766,0.8577,5318
2024-04-08 05:00:00+00:00,0.8577,0.85816,0.85744,0.85751,6037
2024-04-08 09:00:00+00:00,0.85754,0.85819,0.85738,0.85806,5528
2024-04-08 13:00:00+00:00,0.85804,0.85846,0.85746,0.85784,6576
2024-04-08 17:00:00+00:00,0.85783,0.85818,0.85752,0.8581,3057
2024-04-08 21:00:00+00:00,0.85808,0.85836,0.85785,0.85814,2925
2024-04-09 01:00:00+00:00,0.85814,0.85818,0.85774,0.85779,3199
2024-04-09 05:00:00+00:00,0.85778,0.85825,0.85746,0.8576,4614
2024-04-09 09:00:00+00:00,0.8576,0.8578,0.85652,0.85698,5885
2024-04-09 13:00:00+00:00,0.85696,0.85708,0.85614,0.85675,7276
2024-04-09 17:00:00+00:00,0.85675,0.85694,0.85632,0.85642,3692
2024-04-09 21:00:00+00:00,0.85638,0.85666,0.85626,0.8566,2929
2024-04-10 01:00:00+00:00,0.85657,0.85664,0.85606,0.85607,3001
2024-04-10 05:00:00+00:00,0.85608,0.85623,0.85546,0.85552,3788
2024-04-10 09:00:00+00:00,0.85554,0.85582,0.85472,0.85483,7886
2024-04-10 13:00:00+00:00,0.85484,0.85704,0.85481,0.85656,10508
2024-04-10 17:00:00+00:00,0.85656,0.8571,0.85646,0.85664,6930
2024-04-10 21:00:00+00:00,0.8568,0.85699,0.85655,0.85685,3948
2024-04-11 01:00:00+00:00,0.85686,0.85689,0.85639,0.85646,3132
2024-04-11 05:00:00+00:00,0.85646,0.85654,0.85499,0.85579,5020
2024-04-11 09:00:00+00:00,0.85576,0.85618,0.85432,0.85474,8304
2024-04-11 13:00:00+00:00,0.85474,0.8557,0.85428,0.85488,8459
2024-04-11 17:00:00+00:00,0.85489,0.85494,0.8542,0.85446,3207
2024-04-11 21:00:00+00:00,0.85444,0.85454,0.85424,0.8543,2057
2024-04-12 01:00:00+00:00,0.85429,0.8545,0.85407,0.85431,3174
2024-04-12 05:00:00+00:00,0.8543,0.8544,0.85292,0.85314,5941
2024-04-12 09:00:00+00:00,0.85315,0.85454,0.85285,0.85419,7123
2024-04-12 13:00:00+00:00,0.85419,0.85519,0.8536,0.85483,9685
2024-04-12 17:00:00+00:00,0.85486,0.85501,0.85454,0.85468,5754
2024-04-14 21:00:00+00:00,0.8549,0.8551,0.85404,0.85492,4581
2024-04-15 01:00:00+00:00,0.85491,0.85528,0.85462,0.85488,4673
2024-04-15 05:00:00+00:00,0.8549,0.85514,0.8537,0.85376,6090
2024-04-15 09:00:00+00:00,0.85379,0.85417,0.85296,0.8532,6656
2024-04-15 13:00:00+00:00,0.85319,0.85408,0.85272,0.85379,8383
2024-04-15 17:00:00+00:00,0.85378,0.85418,0.85352,0.85364,4386
2024-04-15 21:00:00+00:00,0.85355,0.85386,0.85342,0.85374,2770
2024-04-16 01:00:00+00:00,0.85376,0.8541,0.85359,0.85368,5833
2024-04-16 05:00:00+00:00,0.85369,0.8545,0.85282,0.85362,7411
2024-04-16 09:00:00+00:00,0.8536,0.85461,0.85352,0.8538,6561
2024-04-16 13:00:00+00:00,0.8538,0.855,0.85336,0.85441,8165
2024-04-16 17:00:00+00:00,0.8544,0.85471,0.854,0.85451,7520
2024-04-16 21:00:00+00:00,0.85424,0.85471,0.854,0.85461,3858
2024-04-17 01:00:00+00:00,0.85462,0.85516,0.85458,0.85482,3721
2024-04-17 05:00:00+00:00,0.85484,0.85493,0.8521,0.8532,7868
2024-04-17 09:00:00+00:00,0.8532,0.8545,0.85299,0.85418,5878
2024-04-17 13:00:00+00:00,0.85417,0.857,0.85365,0.85686,8466
2024-04-17 17:00:00+00:00,0.85684,0.85723,0.85664,0.85694,5220
2024-04-17 21:00:00+00:00,0.8569,0.8571,0.85658,0.85682,3128
2024-04-18 01:00:00+00:00,0.85682,0.85684,0.85619,0.85628,3847
2024-04-18 05:00:00+00:00,0.8563,0.85713,0.85586,0.85606,4592
2024-04-18 09:00:00+00:00,0.85608,0.85657,0.85539,0.85584,4740
2024-04-18 13:00:00+00:00,0.85582,0.85634,0.85512,0.85579,6711
2024-04-18 17:00:00+00:00,0.85579,0.85612,0.85552,0.85584,4621
2024-04-18 21:00:00+00:00,0.85564,0.85628,0.85562,0.85607,3234
2024-04-19 01:00:00+00:00,0.85606,0.85683,0.85568,0.8563,10628
2024-04-19 05:00:00+00:00,0.8563,0.85699,0.85549,0.85574,8081
2024-04-19 09:00:00+00:00,0.85575,0.85674,0.85564,0.85674,5706
2024-04-19 13:00:00+00:00,0.85676,0.86005,0.85582,0.85984,7496
2024-04-19 17:00:00+00:00,0.85986,0.86156,0.85979,0.86149,4867
2024-04-21 21:00:00+00:00,0.86145,0.86184,0.86057,0.86104,3255
2024-04-22 01:00:00+00:00,0.86104,0.86131,0.86088,0.86108,2669
2024-04-22 05:00:00+00:00,0.86108,0.86256,0.86102,0.8618,4770
2024-04-22 09:00:00+00:00,0.8618,0.86434,0.8618,0.86423,5848
2024-04-22 13:00:00+00:00,0.86426,0.86442,0.86242,0.86246,5499
2024-04-22 17:00:00+00:00,0.86246,0.8627,0.8622,0.8627,3153
2024-04-22 21:00:00+00:00,0.86251,0.8628,0.8624,0.86273,1567
2024-04-23 01:00:00+00:00,0.86274,0.86292,0.86256,0.86268,2035
2024-04-23 05:00:00+00:00,0.86266,0.86448,0.86221,0.86263,6597
2024-04-23 09:00:00+00:00,0.86264,0.86312,0.86038,0.86124,6444
2024-04-23 13:00:00+00:00,0.86125,0.8614,0.85948,0.85982,8722
2024-04-23 17:00:00+00:00,0.8598,0.85988,0.85934,0.85959,3411
2024-04-23 21:00:00+00:00,0.85938,0.85981,0.85932,0.85964,2572
2024-04-24 01:00:00+00:00,0.85963,0.8597,0.85933,0.85952,3544
2024-04-24 05:00:00+00:00,0.85953,0.86002,0.8592,0.85975,5580
2024-04-24 09:00:00+00:00,0.85976,0.85992,0.85892,0.85892,5678
2024-04-24 13:00:00+00:00,0.85894,0.85997,0.85882,0.85892,7160
2024-04-24 17:00:00+00:00,0.85894,0.85904,0.85837,0.8584,3861
2024-04-24 21:00:00+00:00,0.85838,0.85892,0.85838,0.85888,2192
2024-04-25 01:00:00+00:00,0.85887,0.85922,0.85878,0.85898,3609
2024-04-25 05:00:00+00:00,0.85898,0.85902,0.85658,0.85662,5860
2024-04-25 09:00:00+00:00,0.85663,0.85779,0.85648,0.85686,7825
2024-04-25 13:00:00+00:00,0.85686,0.85845,0.85672,0.85749,10904
2024-04-25 17:00:00+00:00,0.85752,0.85775,0.85724,0.85752,5391
2024-04-25 21:00:00+00:00,0.8574,0.85798,0.85734,0.85788,2220
2024-04-26 01:00:00+00:00,0.85788,0.85799,0.8576,0.85775,3211
2024-04-26 05:00:00+00:00,0.85776,0.8584,0.85716,0.8574,7447
2024-04-26 09:00:00+00:00,0.85742,0.85818,0.85631,0.85674,8398
2024-04-26 13:00:00+00:00,0.85672,0.8575,0.85621,0.85642,8334
2024-04-26 17:00:00+00:00,0.85644,0.85654,0.8558,0.85588,3000
2024-04-28 21:00:00+00:00,0.85575,0.85696,0.8557,0.85573,1918
2024-04-29 01:00:00+00:00,0.85574,0.85586,0.85536,0.85542,6033
2024-04-29 05:00:00+00:00,0.85543,0.85612,0.85486,0.85513,9306
2024-04-29 09:00:00+00:00,0.85509,0.85552,0.85421,0.85423,5237
2024-04-29 13:00:00+00:00,0.85423,0.85454,0.8533,0.85376,6255
2024-04-29 17:00:00+00:00,0.85374,0.85392,0.85333,0.8534,2927
2024-04-29 21:00:00+00:00,0.85358,0.85371,0.85311,0.85346,1877
2024-04-30 01:00:00+00:00,0.85346,0.85361,0.85308,0.85334,2525
2024-04-30 05:00:00+00:00,0.85334,0.85442,0.85334,0.85416,5336
2024-04-30 09:00:00+00:00,0.85417,0.8555,0.85414,0.85477,7149
2024-04-30 13:00:00+00:00,0.85475,0.85538,0.8535,0.85383,9615
2024-04-30 17:00:00+00:00,0.85386,0.85428,0.85376,0.85382,3713
2024-04-30 21:00:00+00:00,0.85377,0.85421,0.85352,0.8539,1881
2024-05-01 01:00:00+00:00,0.85392,0.85441,0.85378,0.85402,1642
2024-05-01 05:00:00+00:00,0.85402,0.85438,0.85366,0.85368,3692
2024-05-01 09:00:00+00:00,0.8537,0.8556,0.8537,0.8556,4566
2024-05-01 13:00:00+00:00,0.85562,0.85585,0.85494,0.85506,5644
2024-05-01 17:00:00+00:00,0.85504,0.85577,0.85462,0.85512,13267
2024-05-01 21:00:00+00:00,0.85549,0.85577,0.85466,0.85509,3014
2024-05-02 01:00:00+00:00,0.85508,0.85524,0.85486,0.85512,3826
2024-05-02 05:00:00+00:00,0.85513,0.85612,0.85484,0.85494,6167
2024-05-02 09:00:00+00:00,0.85494,0.85561,0.85469,0.85508,6664
2024-05-02 13:00:00+00:00,0.85511,0.8565,0.85502,0.85625,7758
2024-05-02 17:00:00+00:00,0.85626,0.85642,0.85556,0.85568,4289
2024-05-02 21:00:00+00:00,0.8558,0.85608,0.85539,0.85553,2198
2024-05-03 01:00:00+00:00,0.85554,0.85566,0.85514,0.85537,2972
2024-05-03 05:00:00+00:00,0.85538,0.85569,0.85514,0.85538,4886
2024-05-03 09:00:00+00:00,0.85536,0.85678,0.85511,0.85628,8128
2024-05-03 13:00:00+00:00,0.85625,0.85866,0.8561,0.85818,11163
